file	pos	c*ABBA	c*BABA	c*AABB	D*	QuartetCnt
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	0	54541.2	68666.4	192026	-0.0448087	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	40000	37085.1	49692.9	251114	-0.0373131	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	80000	53522.9	56906.9	233680	-0.00983407	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	120000	68175.5	65262.2	294983	0.00680009	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	160000	43325.3	41903.2	233077	0.00446772	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	200000	37748.6	45613.4	255068	-0.0232391	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	240000	31002.1	35601.3	238184	-0.0150899	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	280000	42637.8	28308	174304	0.0584294	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	320000	41041.7	39900.8	301643	0.00298208	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	360000	45123.9	36989.2	262963	0.0235736	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	400000	59928.2	34028.7	179970	0.0945489	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	440000	30008.1	25928.7	243611	0.0136185	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	480000	39557	41972.5	129169	-0.0114642	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	520000	66215.4	79163	83359	-0.0566046	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	560000	91542.1	67905.7	77736.4	0.0996542	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	600000	103839	102712	95020	0.0037371	9584640000
/drive2/iang/msa/concat/default-500Kb_anomaly_case-admixture-Strigiformes_N297_rate090_time7099554-500Kb_a1n5a2a3n8n1.fa	640000	96506.8	99067.7	85538.9	-0.00910985	9584640000
