file	pos	c*ABBA	c*BABA	c*AABB	D*	QuartetCnt
C:\Users\isaac\phlag\caster\data\ape.fa	0	0.980021	0.0268534	0.781322	0.983378	160000
C:\Users\isaac\phlag\caster\data\ape.fa	40000	0.17536	0	0.667948	0.938001	160000
C:\Users\isaac\phlag\caster\data\ape.fa	80000	0.085736	0.425579	0.471296	0.345661	160000
C:\Users\isaac\phlag\caster\data\ape.fa	120000	0.581513	1	0.038445	0.066992	160000
C:\Users\isaac\phlag\caster\data\ape.fa	160000	0.0860081	0.881507	0	0	160000
C:\Users\isaac\phlag\caster\data\ape.fa	200000	0.0983388	0.0120234	0.907769	0.908613	160000
C:\Users\isaac\phlag\caster\data\ape.fa	240000	0.503103	0.0200961	0.968083	0.941401	160000
C:\Users\isaac\phlag\caster\data\ape.fa	280000	0.173074	0.00397325	1	0.93363	160000
C:\Users\isaac\phlag\caster\data\ape.fa	320000	0.150976	0.0378825	0.953764	0.873473	160000
C:\Users\isaac\phlag\caster\data\ape.fa	360000	0.581684	0.0852162	0.883401	0.844949	160000
C:\Users\isaac\phlag\caster\data\ape.fa	400000	0.599722	0.0370149	0.818927	0.920672	160000
C:\Users\isaac\phlag\caster\data\ape.fa	440000	1	0.0211944	0.716877	1	160000
C:\Users\isaac\phlag\caster\data\ape.fa	480000	0	0.0159532	0.258545	0.788179	80000
