Aquila_chrysaetos	P1
Cathartes_aura	P1
Circaetus_pectoralis	P1
Haliaeetus_albicilla	P1
Haliaeetus_leucocephalus	P1
Pandion_haliaetus	P1
Sagittarius_serpentarius	P1
Spizaetus_tyrannus	P1
Ciccaba_nigrolineata	P2
Glaucidium_brasilianum	P2
Strix_occidentalis	P2
Tyto_alba	P2
Apaloderma_vittatum	P3
Baryphthengus_martii	P3
Brachypteracias_leptosomus	P3
Bucco_capensis	P3
Buceros_rhinoceros	P3
Bucorvus_abyssinicus	P3
Ceyx_cyanopectus	P3
Chloroceryle_aenea	P3
Colius_striatus	P3
Eubucco_bourcierii	P3
Eurystomus_gularis	P3
Galbula_dea	P3
Halcyon_senegalensis	P3
Indicator_maculatus	P3
Leptosomus_discolor	P3
Merops_nubicus	P3
Picoides_pubescens	P3
Psilopogon_haemacephalus	P3
Ramphastos_sulfuratus	P3
Rhinopomastus_cyanomelas	P3
Semnornis_frantzii	P3
Todus_mexicanus	P3
Tricholaema_leucomelas	P3
Trogon_melanurus	P3
Upupa_epops	P3
Urocolius_indicus	P3
Acanthisitta_chloris	Po
Acrocephalus_arundinaceus	Po
Aegithalos_caudatus	Po
Aegotheles_bennettii	Po
Agapornis_roseicollis	Po
Agelaius_phoeniceus	Po
Alaudala_cheleensis	Po
Alca_torda	Po
Aleadryas_rufinucha	Po
Alopecoenas_beccarii	Po
Amazona_guildingii	Po
Anhinga_anhinga	Po
Anhinga_rufa	Po
Anthoscopus_minutus	Po
Antrostomus_carolinensis	Po
Aphelocoma_coerulescens	Po
Aptenodytes_forsteri	Po
Aramus_guarauna	Po
Ardeotis_kori	Po
Arenaria_interpres	Po
Atlantisia_rogersi	Po
Atrichornis_clamosus	Po
Balaeniceps_rex	Po
Balearica_regulorum	Po
Bombycilla_garrulus	Po
Brachypodius_atriceps	Po
Buphagus_erythrorhynchus	Po
Burhinus_bistriatus	Po
Calcarius_ornatus	Po
Calidris_pugnax	Po
Callaeas_wilsoni	Po
Caloenas_nicobarica	Po
Calonectris_borealis	Po
Calypte_anna	Po
Calyptomena_viridis	Po
Campylorhamphus_procurvoides	Po
Cardinalis_cardinalis	Po
Cariama_cristata	Po
Catharus_fuscescens	Po
Centropus_bengalensis	Po
Centropus_unirufus	Po
Cephalopterus_ornatus	Po
Cepphus_grylle	Po
Cercotrichas_coryphaeus	Po
Certhia_brachydactyla	Po
Certhia_familiaris	Po
Cettia_cetti	Po
Ceuthmochares_aereus	Po
Chaetops_frenatus	Po
Chaetorhynchus_papuensis	Po
Chaetura_pelagica	Po
Charadrius_alexandrinus	Po
Charadrius_vociferus	Po
Chionis_minor	Po
Chlamydotis_macqueenii	Po
Chlorodrepanis_virens	Po
Chloropsis_cyanopogon	Po
Chloropsis_hardwickii	Po
Chordeiles_acutipennis	Po
Chroicocephalus_maculipennis	Po
Chunga_burmeisteri	Po
Ciconia_maguari	Po
Cinclus_mexicanus	Po
Cisticola_juncidis	Po
Climacteris_rufus	Po
Cnemophilus_loriae	Po
Cochlearius_cochlearius	Po
Columba_livia	Po
Columbina_picui	Po
Copsychus_sechellarum	Po
Corvus_brachyrhynchos	Po
Corvus_cornix	Po
Corvus_moneduloides	Po
Corythaeola_cristata	Po
Corythaixoides_concolor	Po
Crotophaga_sulcirostris	Po
Cuculus_canorus	Po
Daphoenositta_chrysoptera	Po
Dasyornis_broadbenti	Po
Dicaeum_eximium	Po
Dicrurus_megarhynchus	Po
Donacobius_atricapilla	Po
Dromas_ardeola	Po
Drymodes_brunneopygia	Po
Dryoscopus_gambensis	Po
Dyaphorophyia_castanea	Po
Edolisoma_coerulescens	Po
Egretta_garzetta	Po
Elachura_formosa	Po
Emberiza_fucata	Po
Eolophus_roseicapillus	Po
Erithacus_rubecula	Po
Erpornis_zantholeuca	Po
Erythrocercus_mccallii	Po
Eulacestoma_nigropectus	Po
Eurypyga_helias	Po
Falco_cherrug	Po
Falco_peregrinus	Po
Falcunculus_frontatus	Po
Ficedula_albicollis	Po
Formicarius_rufipectus	Po
Fregata_magnificens	Po
Fregetta_grallaria	Po
Fulmarus_glacialis	Po
Furnarius_figulus	Po
Gavia_stellata	Po
Geococcyx_californianus	Po
Geospiza_fortis	Po
Glareola_pratincola	Po
Grallaria_varia	Po
Grantiella_picta	Po
Grus_americana	Po
Gymnorhina_tibicen	Po
Heliornis_fulica	Po
Hemignathus_wilsoni	Po
Hemiprocne_comata	Po
Herpetotheres_cachinnans	Po
Himantopus_himantopus	Po
Hippolais_icterina	Po
Hirundo_rustica	Po
Horornis_vulcanius	Po
Hydrobates_tethys	Po
Hylia_prasina	Po
Hypocryptadius_cinnamomeus	Po
Ibidorhyncha_struthersii	Po
Ifrita_kowaldi	Po
Illadopsis_cleaveri	Po
Irena_cyanogastra	Po
